model	sample_id	image_id	turn	delta	ok
llava	99	1	12	11	0
llava	99	1	13	12	0
llava	99	1	14	13	1
llava	99	1	15	14	0
llava	99	1	16	15	0
llava	99	1	17	16	1
llava	99	1	18	17	1
llava	99	1	19	18	0
llava	100	1	1	0	0
llava	100	1	2	1	0
llava	100	1	3	2	0
llava	100	1	4	3	1
llava	100	1	5	4	1
llava	100	1	6	5	1
llava	100	1	7	6	1
llava	100	1	8	7	0
llava	100	1	9	8	1
llava	100	1	10	9	0
llava	100	1	11	10	0
llava	100	1	12	11	0
llava	100	1	13	12	0
llava	100	1	14	13	0
llava	100	1	15	14	0
llava	100	1	16	15	0
llava	100	1	17	16	0
llava	100	1	18	17	0
llava	100	1	19	18	1
llava	100	1	20	19	1
llava	101	1	1	0	1
llava	101	1	2	1	1
llava	101	1	3	2	1
llava	101	1	4	3	0
llava	101	1	5	4	1
llava	101	1	6	5	1
llava	101	1	7	6	1
llava	101	1	8	7	1
llava	101	1	9	8	0
llava	101	1	10	9	1
llava	102	1	1	0	0
llava	102	1	2	1	0
llava	102	1	3	2	1
llava	102	1	4	3	1
llava	102	1	5	4	0
llava	102	1	6	5	0
llava	102	1	7	6	0
llava	102	1	8	7	1
llava	102	1	9	8	1
llava	102	1	10	9	1
llava	102	1	11	10	1
llava	103	1	1	0	0
llava	103	1	2	1	0
llava	103	1	3	2	1
llava	103	1	4	3	1
llava	103	1	5	4	1
llava	103	1	6	5	0
llava	103	1	7	6	1
llava	103	1	8	7	0
llava	103	1	9	8	0
llava	103	1	10	9	0
llava	103	1	11	10	0
llava	103	1	12	11	0
llava	103	1	13	12	0
llava	103	1	14	13	0
llava	103	1	15	14	0
llava	103	1	16	15	0
llava	103	1	17	16	1
llava	103	1	18	17	1
llava	103	1	19	18	0
llava	103	1	20	19	1
llava	104	1	1	0	1
llava	104	1	2	1	0
llava	104	1	3	2	1
llava	104	1	4	3	0
llava	104	1	5	4	0
llava	104	1	6	5	1
llava	104	1	7	6	0
llava	104	1	8	7	0
llava	104	1	9	8	1
llava	104	1	10	9	1
llava	104	1	11	10	0
llava	104	1	12	11	0
llava	105	1	1	0	1
llava	105	1	2	1	1
llava	105	1	3	2	0
llava	105	1	4	3	1
llava	105	1	5	4	1
llava	105	1	6	5	1
llava	105	1	7	6	0
llava	105	1	8	7	0
llava	105	1	9	8	1
llava	105	1	10	9	1
llava	105	1	11	10	0
llava	105	1	12	11	1
llava	106	1	1	0	1
llava	106	1	2	1	0
llava	106	1	3	2	0
llava	106	1	4	3	1
llava	106	1	5	4	0
llava	106	1	6	5	1
llava	106	1	7	6	1
llava	106	1	8	7	0
llava	106	1	9	8	1
llava	106	1	10	9	1
llava	106	1	11	10	0
llava	107	1	1	0	0
llava	107	1	2	1	0
llava	107	1	3	2	0
llava	107	1	4	3	0
llava	107	1	5	4	1
llava	107	1	6	5	1
llava	107	1	7	6	1
llava	107	1	8	7	1
llava	107	1	9	8	1
llava	107	1	10	9	0
llava	107	1	11	10	0
llava	108	1	1	0	1
llava	108	1	2	1	0
llava	108	1	3	2	0
llava	108	1	4	3	1
llava	108	1	5	4	0
llava	108	1	6	5	1
llava	108	1	7	6	1
llava	108	1	8	7	0
llava	108	1	9	8	1
llava	108	1	10	9	0
llava	108	1	11	10	1
llava	108	1	12	11	0
llava	108	1	13	12	1
llava	108	1	14	13	0
llava	108	1	15	14	0
llava	108	1	16	15	1
llava	108	1	17	16	0
llava	109	1	1	0	0
llava	109	1	2	1	0
llava	109	1	3	2	0
llava	109	1	4	3	0
llava	109	1	5	4	1
llava	109	1	6	5	1
llava	109	1	7	6	0
llava	109	1	8	7	1
llava	109	1	9	8	0
llava	109	1	10	9	0
llava	109	1	11	10	0
llava	109	1	12	11	1
llava	109	1	13	12	1
llava	109	1	14	13	0
llava	109	1	15	14	1
llava	109	1	16	15	0
llava	109	1	17	16	0
llava	109	1	18	17	1
llava	109	1	19	18	0
qwen	0	1	1	0	1
qwen	0	1	2	1	1
qwen	0	1	3	2	1
qwen	0	1	4	3	1
qwen	0	1	5	4	1
qwen	0	1	6	5	1
qwen	0	1	7	6	1
qwen	0	1	8	7	0
qwen	0	1	9	8	1
qwen	0	1	10	9	1
qwen	0	1	11	10	1
qwen	0	1	12	11	1
qwen	1	1	1	0	1
qwen	1	1	2	1	1
qwen	1	1	3	2	1
qwen	1	1	4	3	0
qwen	1	1	5	4	1
qwen	1	1	6	5	0
qwen	1	1	7	6	0
qwen	1	1	8	7	1
qwen	1	1	9	8	1
qwen	1	1	10	9	1
qwen	1	1	11	10	1
qwen	2	1	1	0	1
qwen	2	1	2	1	1
qwen	2	1	3	2	1
qwen	2	1	4	3	1
qwen	2	1	5	4	1
qwen	2	1	6	5	1
qwen	2	1	7	6	1
qwen	2	1	8	7	1
qwen	2	1	9	8	1
qwen	2	1	10	9	1
qwen	2	1	11	10	0
qwen	2	1	12	11	1
qwen	2	1	13	12	1
qwen	2	1	14	13	1
qwen	2	1	15	14	1
qwen	2	1	16	15	1
qwen	2	1	17	16	1
qwen	3	1	1	0	1
qwen	3	1	2	1	0
qwen	3	1	3	2	1
qwen	3	1	4	3	1
qwen	3	1	5	4	1
qwen	3	1	6	5	1
qwen	3	1	7	6	1
qwen	3	1	8	7	0
qwen	3	1	9	8	1
qwen	3	1	10	9	1
qwen	3	1	11	10	1
qwen	3	1	12	11	0
qwen	3	1	13	12	0
qwen	3	1	14	13	0
qwen	3	1	15	14	1
qwen	3	1	16	15	0
qwen	3	1	17	16	1
qwen	3	1	18	17	1
qwen	3	1	19	18	1
qwen	3	1	20	19	1
qwen	4	1	1	0	1
qwen	4	1	2	1	1
qwen	4	1	3	2	1
qwen	4	1	4	3	1
qwen	4	1	5	4	1
qwen	4	1	6	5	1
qwen	4	1	7	6	1
qwen	4	1	8	7	0
qwen	4	1	9	8	0
qwen	4	1	10	9	0
qwen	4	1	11	10	0
qwen	5	1	1	0	1
qwen	5	1	2	1	1
qwen	5	1	3	2	0
qwen	5	1	4	3	1
qwen	5	1	5	4	1
qwen	5	1	6	5	1
qwen	5	1	7	6	0
qwen	5	1	8	7	0
qwen	5	1	9	8	1
qwen	5	1	10	9	0
qwen	5	1	11	10	1
qwen	5	1	12	11	1
qwen	5	1	13	12	1
qwen	5	1	14	13	1
qwen	5	1	15	14	0
qwen	5	1	16	15	1
qwen	6	1	1	0	1
qwen	6	1	2	1	1
qwen	6	1	3	2	0
qwen	6	1	4	3	1
qwen	6	1	5	4	1
qwen	6	1	6	5	1
qwen	6	1	7	6	0
qwen	6	1	8	7	0
qwen	6	1	9	8	1
qwen	6	1	10	9	1
qwen	6	1	11	10	0
qwen	6	1	12	11	0
qwen	6	1	13	12	1
qwen	6	1	14	13	1
qwen	6	1	15	14	0
qwen	7	1	1	0	1
qwen	7	1	2	1	1
qwen	7	1	3	2	1
qwen	7	1	4	3	1
qwen	7	1	5	4	1
qwen	7	1	6	5	0
qwen	7	1	7	6	0
qwen	7	1	8	7	0
qwen	7	1	9	8	1
qwen	7	1	10	9	1
qwen	7	1	11	10	0
qwen	7	1	12	11	0
qwen	7	1	13	12	0
qwen	7	1	14	13	1
qwen	7	1	15	14	1
qwen	7	1	16	15	0
qwen	8	1	1	0	1
qwen	8	1	2	1	1
qwen	8	1	3	2	1
qwen	8	1	4	3	1
qwen	8	1	5	4	1
qwen	8	1	6	5	1
qwen	8	1	7	6	1
qwen	8	1	8	7	1
qwen	8	1	9	8	1
qwen	8	1	10	9	1
qwen	8	1	11	10	1
qwen	8	1	12	11	1
qwen	8	1	13	12	0
qwen	8	1	14	13	0
qwen	8	1	15	14	0
qwen	8	1	16	15	0
qwen	8	1	17	16	0
qwen	8	1	18	17	1
qwen	8	1	19	18	1
qwen	8	1	20	19	1
qwen	9	1	1	0	1
qwen	9	1	2	1	1
qwen	9	1	3	2	1
qwen	9	1	4	3	1
qwen	9	1	5	4	1
qwen	9	1	6	5	1
qwen	9	1	7	6	0
qwen	9	1	8	7	0
qwen	10	1	1	0	1
qwen	10	1	2	1	1
qwen	10	1	3	2	1
qwen	10	1	4	3	1
qwen	10	1	5	4	1
qwen	10	1	6	5	1
qwen	10	1	7	6	1
qwen	10	1	8	7	1
qwen	10	1	9	8	1
qwen	10	1	10	9	1
qwen	10	1	11	10	1
qwen	10	1	12	11	0
qwen	10	1	13	12	0
qwen	10	1	14	13	1
qwen	10	1	15	14	1
qwen	10	1	16	15	1
qwen	11	1	1	0	1
qwen	11	1	2	1	0
qwen	11	1	3	2	1
qwen	11	1	4	3	1
qwen	11	1	5	4	1
qwen	11	1	6	5	1
qwen	11	1	7	6	0
qwen	11	1	8	7	1
qwen	11	1	9	8	1
qwen	11	1	10	9	0
qwen	11	1	11	10	1
qwen	11	1	12	11	0
qwen	11	1	13	12	0
qwen	11	1	14	13	1
qwen	11	1	15	14	1
qwen	11	1	16	15	0
qwen	12	1	1	0	1
qwen	12	1	2	1	1
qwen	12	1	3	2	1
qwen	12	1	4	3	1
qwen	12	1	5	4	0
qwen	12	1	6	5	1
qwen	12	1	7	6	0
qwen	12	1	8	7	1
qwen	12	1	9	8	0
qwen	12	1	10	9	1
qwen	12	1	11	10	0
qwen	12	1	12	11	0
qwen	12	1	13	12	1
qwen	12	1	14	13	0
qwen	12	1	15	14	0
qwen	13	1	1	0	1
qwen	13	1	2	1	1
qwen	13	1	3	2	1
qwen	13	1	4	3	1
qwen	13	1	5	4	1
qwen	13	1	6	5	1
qwen	13	1	7	6	1
qwen	13	1	8	7	1
qwen	13	1	9	8	1
qwen	13	1	10	9	1
qwen	13	1	11	10	1
qwen	13	1	12	11	1
qwen	13	1	13	12	0
qwen	13	1	14	13	1
qwen	13	1	15	14	0
qwen	13	1	16	15	1
qwen	13	1	17	16	0
qwen	13	1	18	17	1
qwen	14	1	1	0	1
qwen	14	1	2	1	1
qwen	14	1	3	2	1
qwen	14	1	4	3	0
qwen	14	1	5	4	0
qwen	14	1	6	5	0
qwen	14	1	7	6	1
qwen	14	1	8	7	0
qwen	14	1	9	8	0
qwen	14	1	10	9	0
qwen	14	1	11	10	1
qwen	14	1	12	11	1
qwen	14	1	13	12	1
qwen	15	1	1	0	0
qwen	15	1	2	1	1
qwen	15	1	3	2	1
qwen	15	1	4	3	1
qwen	15	1	5	4	1
qwen	15	1	6	5	1
qwen	15	1	7	6	0
qwen	15	1	8	7	0
qwen	15	1	9	8	0
qwen	15	1	10	9	0
qwen	15	1	11	10	0
qwen	15	1	12	11	1
qwen	15	1	13	12	1
qwen	15	1	14	13	0
qwen	15	1	15	14	0
qwen	15	1	16	15	0
qwen	15	1	17	16	1
qwen	15	1	18	17	0
qwen	15	1	19	18	1
qwen	15	1	20	19	0
qwen	16	1	1	0	1
qwen	16	1	2	1	1
qwen	16	1	3	2	1
qwen	16	1	4	3	1
qwen	16	1	5	4	1
qwen	16	1	6	5	1
qwen	16	1	7	6	1
qwen	16	1	8	7	1
qwen	16	1	9	8	1
qwen	16	1	10	9	1
qwen	16	1	11	10	1
qwen	16	1	12	11	1
qwen	16	1	13	12	1
qwen	16	1	14	13	1
qwen	16	1	15	14	0
qwen	16	1	16	15	0
qwen	17	1	1	0	1
qwen	17	1	2	1	1
qwen	17	1	3	2	1
qwen	17	1	4	3	1
qwen	17	1	5	4	1
qwen	17	1	6	5	1
qwen	17	1	7	6	0
qwen	17	1	8	7	0
qwen	17	1	9	8	0
qwen	17	1	10	9	0
qwen	17	1	11	10	1
qwen	17	1	12	11	1
qwen	17	1	13	12	0
qwen	17	1	14	13	1
qwen	17	1	15	14	1
qwen	17	1	16	15	1
qwen	17	1	17	16	1
qwen	17	1	18	17	1
qwen	18	1	1	0	1
qwen	18	1	2	1	0
qwen	18	1	3	2	0
qwen	18	1	4	3	0
qwen	18	1	5	4	1
qwen	18	1	6	5	1
qwen	18	1	7	6	1
qwen	18	1	8	7	1
qwen	18	1	9	8	1
qwen	18	1	10	9	0
qwen	18	1	11	10	1
qwen	18	1	12	11	0
qwen	18	1	13	12	0
qwen	18	1	14	13	1
qwen	18	1	15	14	0
qwen	18	1	16	15	0
qwen	19	1	1	0	0
qwen	19	1	2	1	0
qwen	19	1	3	2	1
qwen	19	1	4	3	1
qwen	19	1	5	4	1
qwen	19	1	6	5	1
qwen	19	1	7	6	1
qwen	19	1	8	7	0
qwen	19	1	9	8	1
qwen	19	1	10	9	0
qwen	20	1	1	0	1
qwen	20	1	2	1	1
qwen	20	1	3	2	0
qwen	20	1	4	3	1
qwen	20	1	5	4	0
qwen	20	1	6	5	1
qwen	20	1	7	6	1
qwen	20	1	8	7	1
qwen	20	1	9	8	1
qwen	20	1	10	9	0
qwen	20	1	11	10	0
qwen	20	1	12	11	0
qwen	20	1	13	12	1
qwen	20	1	14	13	0
qwen	20	1	15	14	0
qwen	20	1	16	15	1
qwen	20	1	17	16	1
qwen	20	1	18	17	0
qwen	20	1	19	18	0
qwen	21	1	1	0	1
qwen	21	1	2	1	1
qwen	21	1	3	2	1
qwen	21	1	4	3	1
qwen	21	1	5	4	1
qwen	21	1	6	5	1
qwen	21	1	7	6	0
qwen	21	1	8	7	0
qwen	21	1	9	8	0
qwen	21	1	10	9	0
qwen	21	1	11	10	0
qwen	21	1	12	11	0
qwen	21	1	13	12	1
qwen	21	1	14	13	1
qwen	21	1	15	14	1
qwen	21	1	16	15	1
qwen	22	1	1	0	0
qwen	22	1	2	1	1
qwen	22	1	3	2	1
qwen	22	1	4	3	1
qwen	22	1	5	4	1
qwen	22	1	6	5	1
qwen	22	1	7	6	0
qwen	22	1	8	7	0
qwen	22	1	9	8	0
qwen	22	1	10	9	1
qwen	22	1	11	10	0
qwen	22	1	12	11	0
qwen	22	1	13	12	1
qwen	22	1	14	13	0
qwen	22	1	15	14	0
qwen	22	1	16	15	1
qwen	23	1	1	0	1
qwen	23	1	2	1	1
qwen	23	1	3	2	1
qwen	23	1	4	3	1
qwen	23	1	5	4	1
qwen	23	1	6	5	1
qwen	23	1	7	6	1
qwen	23	1	8	7	1
qwen	23	1	9	8	1
qwen	23	1	10	9	0
qwen	23	1	11	10	0
qwen	23	1	12	11	0
qwen	23	1	13	12	0
qwen	23	1	14	13	1
qwen	23	1	15	14	1
qwen	23	1	16	15	0
qwen	23	1	17	16	1
qwen	23	1	18	17	1
qwen	23	1	19	18	0
qwen	24	1	1	0	0
qwen	24	1	2	1	0
qwen	24	1	3	2	1
qwen	24	1	4	3	0
qwen	24	1	5	4	1
qwen	24	1	6	5	0
qwen	24	1	7	6	0
qwen	24	1	8	7	1
qwen	24	1	9	8	1
qwen	24	1	10	9	1
qwen	25	1	1	0	1
qwen	25	1	2	1	1
qwen	25	1	3	2	1
qwen	25	1	4	3	1
qwen	25	1	5	4	1
qwen	25	1	6	5	1
qwen	25	1	7	6	1
qwen	25	1	8	7	1
qwen	26	1	1	0	1
qwen	26	1	2	1	1
qwen	26	1	3	2	1
qwen	26	1	4	3	1
qwen	26	1	5	4	1
qwen	26	1	6	5	1
qwen	26	1	7	6	0
qwen	26	1	8	7	0
qwen	26	1	9	8	1
qwen	26	1	10	9	0
qwen	26	1	11	10	0
qwen	26	1	12	11	0
qwen	26	1	13	12	0
qwen	27	1	1	0	1
qwen	27	1	2	1	0
qwen	27	1	3	2	1
qwen	27	1	4	3	1
qwen	27	1	5	4	1
qwen	27	1	6	5	1
qwen	27	1	7	6	0
qwen	27	1	8	7	0
qwen	27	1	9	8	0
qwen	27	1	10	9	0
qwen	27	1	11	10	1
qwen	27	1	12	11	0
qwen	27	1	13	12	1
qwen	27	1	14	13	0
qwen	27	1	15	14	0
qwen	27	1	16	15	0
qwen	27	1	17	16	0
qwen	27	1	18	17	1
qwen	28	1	1	0	1
qwen	28	1	2	1	1
qwen	28	1	3	2	1
qwen	28	1	4	3	1
qwen	28	1	5	4	1
qwen	28	1	6	5	0
qwen	28	1	7	6	1
qwen	28	1	8	7	1
qwen	28	1	9	8	1
qwen	28	1	10	9	1
qwen	28	1	11	10	1
qwen	28	1	12	11	1
qwen	28	1	13	12	1
qwen	28	1	14	13	1
qwen	28	1	15	14	1
qwen	28	1	16	15	0
qwen	28	1	17	16	0
qwen	28	1	18	17	1
qwen	28	1	19	18	1
qwen	28	1	20	19	0
qwen	29	1	1	0	0
qwen	29	1	2	1	1
qwen	29	1	3	2	0
qwen	29	1	4	3	1
qwen	29	1	5	4	1
qwen	29	1	6	5	1
qwen	29	1	7	6	1
qwen	29	1	8	7	1
qwen	29	1	9	8	1
qwen	29	1	10	9	1
qwen	30	1	1	0	0
qwen	30	1	2	1	1
qwen	30	1	3	2	1
qwen	30	1	4	3	0
qwen	30	1	5	4	1
qwen	30	1	6	5	1
qwen	30	1	7	6	1
qwen	30	1	8	7	0
qwen	30	1	9	8	1
qwen	30	1	10	9	0
qwen	30	1	11	10	1
qwen	30	1	12	11	1
qwen	30	1	13	12	1
qwen	31	1	1	0	1
qwen	31	1	2	1	1
qwen	31	1	3	2	1
qwen	31	1	4	3	0
qwen	31	1	5	4	1
qwen	31	1	6	5	1
qwen	31	1	7	6	1
qwen	31	1	8	7	1
qwen	31	1	9	8	1
qwen	31	1	10	9	1
qwen	31	1	11	10	0
qwen	31	1	12	11	1
qwen	31	1	13	12	0
qwen	31	1	14	13	1
qwen	31	1	15	14	0
qwen	31	1	16	15	0
qwen	31	1	17	16	1
qwen	32	1	1	0	1
qwen	32	1	2	1	1
qwen	32	1	3	2	1
qwen	32	1	4	3	1
qwen	32	1	5	4	0
qwen	32	1	6	5	1
qwen	32	1	7	6	1
qwen	32	1	8	7	1
qwen	32	1	9	8	1
qwen	32	1	10	9	1
qwen	32	1	11	10	1
qwen	32	1	12	11	1
qwen	32	1	13	12	1
qwen	32	1	14	13	1
qwen	32	1	15	14	1
qwen	32	1	16	15	0
qwen	32	1	17	16	0
qwen	32	1	18	17	1
qwen	32	1	19	18	0
qwen	32	1	20	19	1
qwen	33	1	1	0	1
qwen	33	1	2	1	1
qwen	33	1	3	2	1
qwen	33	1	4	3	1
qwen	33	1	5	4	1
qwen	33	1	6	5	1
qwen	33	1	7	6	1
qwen	33	1	8	7	1
qwen	33	1	9	8	1
qwen	33	1	10	9	0
qwen	33	1	11	10	0
qwen	33	1	12	11	1
qwen	33	1	13	12	0
qwen	33	1	14	13	1
qwen	33	1	15	14	0
qwen	33	1	16	15	0
qwen	33	1	17	16	0
qwen	33	1	18	17	1
qwen	33	1	19	18	1
qwen	33	1	20	19	0
qwen	34	1	1	0	0
qwen	34	1	2	1	0
qwen	34	1	3	2	0
qwen	34	1	4	3	0
qwen	34	1	5	4	0
qwen	34	1	6	5	1
qwen	34	1	7	6	1
qwen	34	1	8	7	0
qwen	34	1	9	8	0
qwen	34	1	10	9	0
qwen	35	1	1	0	1
qwen	35	1	2	1	1
qwen	35	1	3	2	1
qwen	35	1	4	3	1
qwen	35	1	5	4	1
qwen	35	1	6	5	0
qwen	35	1	7	6	0
qwen	35	1	8	7	0
qwen	35	1	9	8	0
qwen	35	1	10	9	0
qwen	35	1	11	10	0
qwen	35	1	12	11	0
qwen	35	1	13	12	0
qwen	35	1	14	13	0
qwen	35	1	15	14	0
qwen	36	1	1	0	0
qwen	36	1	2	1	0
qwen	36	1	3	2	0
qwen	36	1	4	3	1
qwen	36	1	5	4	1
qwen	36	1	6	5	0
qwen	36	1	7	6	1
qwen	36	1	8	7	0
qwen	36	1	9	8	1
qwen	36	1	10	9	0
qwen	37	1	1	0	1
qwen	37	1	2	1	1
qwen	37	1	3	2	1
qwen	37	1	4	3	1
qwen	37	1	5	4	0
qwen	37	1	6	5	0
qwen	37	1	7	6	1
qwen	37	1	8	7	1
qwen	37	1	9	8	1
qwen	37	1	10	9	1
qwen	37	1	11	10	1
qwen	37	1	12	11	1
qwen	37	1	13	12	1
qwen	37	1	14	13	0
qwen	37	1	15	14	1
qwen	37	1	16	15	1
qwen	37	1	17	16	1
qwen	37	1	18	17	1
qwen	37	1	19	18	0
qwen	37	1	20	19	1
qwen	38	1	1	0	0
qwen	38	1	2	1	0
qwen	38	1	3	2	1
qwen	38	1	4	3	0
qwen	38	1	5	4	1
qwen	38	1	6	5	0
qwen	38	1	7	6	0
qwen	38	1	8	7	1
qwen	38	1	9	8	1
qwen	38	1	10	9	1
qwen	39	1	1	0	1
qwen	39	1	2	1	1
qwen	39	1	3	2	0
qwen	39	1	4	3	0
qwen	39	1	5	4	1
qwen	39	1	6	5	1
qwen	39	1	7	6	1
qwen	39	1	8	7	1
qwen	39	1	9	8	1
qwen	39	1	10	9	1
qwen	39	1	11	10	1
qwen	39	1	12	11	1
qwen	39	1	13	12	0
qwen	39	1	14	13	1
qwen	39	1	15	14	1
qwen	39	1	16	15	0
qwen	39	1	17	16	0
qwen	39	1	18	17	1
qwen	39	1	19	18	0
qwen	39	1	20	19	1
qwen	40	1	1	0	1
qwen	40	1	2	1	1
qwen	40	1	3	2	1
qwen	40	1	4	3	1
qwen	40	1	5	4	1
qwen	40	1	6	5	1
qwen	40	1	7	6	1
qwen	40	1	8	7	1
qwen	40	1	9	8	1
qwen	40	1	10	9	1
qwen	40	1	11	10	1
qwen	40	1	12	11	1
qwen	40	1	13	12	1
qwen	40	1	14	13	1
qwen	40	1	15	14	0
qwen	40	1	16	15	1
qwen	40	1	17	16	1
qwen	40	1	18	17	0
qwen	40	1	19	18	0
qwen	40	1	20	19	1
qwen	41	1	1	0	1
qwen	41	1	2	1	1
qwen	41	1	3	2	1
qwen	41	1	4	3	1
qwen	41	1	5	4	1
qwen	41	1	6	5	1
qwen	41	1	7	6	0
qwen	41	1	8	7	1
qwen	41	1	9	8	0
qwen	41	1	10	9	0
qwen	41	1	11	10	1
qwen	41	1	12	11	0
qwen	41	1	13	12	0
qwen	41	1	14	13	0
qwen	41	1	15	14	0
qwen	41	1	16	15	0
qwen	42	1	1	0	1
qwen	42	1	2	1	1
qwen	42	1	3	2	1
qwen	42	1	4	3	1
qwen	42	1	5	4	1
qwen	42	1	6	5	1
qwen	42	1	7	6	0
qwen	42	1	8	7	0
qwen	42	1	9	8	0
qwen	42	1	10	9	1
qwen	42	1	11	10	0
qwen	42	1	12	11	0
qwen	42	1	13	12	0
qwen	42	1	14	13	0
qwen	42	1	15	14	0
qwen	42	1	16	15	0
qwen	42	1	17	16	1
qwen	42	1	18	17	0
qwen	42	1	19	18	0
qwen	43	1	1	0	1
qwen	43	1	2	1	1
qwen	43	1	3	2	1
qwen	43	1	4	3	0
qwen	43	1	5	4	1
qwen	43	1	6	5	1
qwen	43	1	7	6	1
qwen	43	1	8	7	1
qwen	43	1	9	8	1
qwen	43	1	10	9	0
qwen	43	1	11	10	0
qwen	43	1	12	11	1
qwen	43	1	13	12	0
qwen	43	1	14	13	1
qwen	43	1	15	14	1
qwen	43	1	16	15	1
qwen	44	1	1	0	1
qwen	44	1	2	1	0
qwen	44	1	3	2	0
qwen	44	1	4	3	0
qwen	44	1	5	4	0
qwen	44	1	6	5	0
qwen	44	1	7	6	1
qwen	44	1	8	7	0
qwen	44	1	9	8	1
qwen	44	1	10	9	1
qwen	45	1	1	0	1
qwen	45	1	2	1	1
qwen	45	1	3	2	1
qwen	45	1	4	3	1
qwen	45	1	5	4	1
qwen	45	1	6	5	1
qwen	45	1	7	6	1
qwen	45	1	8	7	1
qwen	45	1	9	8	1
qwen	45	1	10	9	1
qwen	45	1	11	10	1
qwen	45	1	12	11	1
qwen	45	1	13	12	1
qwen	46	1	1	0	0
qwen	46	1	2	1	0
qwen	46	1	3	2	0
qwen	46	1	4	3	1
qwen	46	1	5	4	0
qwen	47	1	1	0	0
qwen	47	1	2	1	1
qwen	47	1	3	2	1
qwen	47	1	4	3	1
qwen	47	1	5	4	1
qwen	47	1	6	5	1
qwen	47	1	7	6	1
qwen	47	1	8	7	1
qwen	47	1	9	8	0
qwen	47	1	10	9	1
qwen	48	1	1	0	1
qwen	48	1	2	1	1
qwen	48	1	3	2	1
qwen	48	1	4	3	1
qwen	48	1	5	4	1
qwen	48	1	6	5	1
qwen	48	1	7	6	1
qwen	48	1	8	7	1
qwen	48	1	9	8	1
qwen	48	1	10	9	0
qwen	48	1	11	10	0
qwen	48	1	12	11	1
qwen	48	1	13	12	1
qwen	48	1	14	13	0
qwen	48	1	15	14	0
qwen	48	1	16	15	0
qwen	48	1	17	16	1
qwen	48	1	18	17	0
qwen	48	1	19	18	1
qwen	49	1	1	0	1
qwen	49	1	2	1	1
qwen	49	1	3	2	1
qwen	49	1	4	3	1
qwen	49	1	5	4	1
qwen	49	1	6	5	1
qwen	49	1	7	6	1
qwen	49	1	8	7	1
qwen	49	1	9	8	1
qwen	49	1	10	9	1
qwen	49	1	11	10	0
qwen	49	1	12	11	1
qwen	49	1	13	12	0
qwen	49	1	14	13	1
qwen	49	1	15	14	0
qwen	49	1	16	15	1
qwen	49	1	17	16	1
qwen	49	1	18	17	0
qwen	49	1	19	18	1
qwen	49	1	20	19	0
qwen	50	1	1	0	0
qwen	50	1	2	1	0
qwen	50	1	3	2	1
qwen	50	1	4	3	1
qwen	50	1	5	4	1
qwen	50	1	6	5	0
qwen	50	1	7	6	1
qwen	50	1	8	7	1
qwen	50	1	9	8	1
qwen	50	1	10	9	0
qwen	51	1	1	0	1
qwen	51	1	2	1	1
qwen	51	1	3	2	1
qwen	51	1	4	3	1
qwen	51	1	5	4	1
qwen	51	1	6	5	1
qwen	51	1	7	6	0
qwen	51	1	8	7	0
qwen	51	1	9	8	1
qwen	51	1	10	9	1
qwen	51	1	11	10	0
qwen	51	1	12	11	1
qwen	51	1	13	12	1
qwen	51	1	14	13	0
qwen	51	1	15	14	0
qwen	51	1	16	15	1
qwen	52	1	1	0	1
qwen	52	1	2	1	0
qwen	52	1	3	2	1
qwen	52	1	4	3	1
qwen	52	1	5	4	1
qwen	52	1	6	5	1
qwen	52	1	7	6	0
qwen	52	1	8	7	0
qwen	52	1	9	8	0
qwen	52	1	10	9	1
qwen	52	1	11	10	0
qwen	52	1	12	11	0
qwen	52	1	13	12	1
qwen	52	1	14	13	0
qwen	53	1	1	0	1
qwen	53	1	2	1	0
qwen	53	1	3	2	1
qwen	53	1	4	3	1
qwen	53	1	5	4	1
qwen	53	1	6	5	1
qwen	53	1	7	6	0
qwen	53	1	8	7	1
qwen	53	1	9	8	1
qwen	53	1	10	9	1
qwen	54	1	1	0	1
qwen	54	1	2	1	1
qwen	54	1	3	2	1
qwen	54	1	4	3	1
qwen	54	1	5	4	1
qwen	54	1	6	5	1
qwen	54	1	7	6	0
qwen	54	1	8	7	0
qwen	54	1	9	8	1
qwen	54	1	10	9	0
qwen	54	1	11	10	1
qwen	54	1	12	11	0
qwen	54	1	13	12	0
qwen	54	1	14	13	1
qwen	54	1	15	14	0
qwen	55	1	1	0	1
qwen	55	1	2	1	0
qwen	55	1	3	2	1
qwen	55	1	4	3	1
qwen	55	1	5	4	1
qwen	55	1	6	5	0
qwen	55	1	7	6	1
qwen	55	1	8	7	1
qwen	55	1	9	8	1
qwen	55	1	10	9	1
qwen	55	1	11	10	0
qwen	55	1	12	11	0
qwen	55	1	13	12	1
qwen	55	1	14	13	1
qwen	55	1	15	14	0
qwen	55	1	16	15	1
qwen	55	1	17	16	1
qwen	55	1	18	17	0
qwen	56	1	1	0	1
qwen	56	1	2	1	1
qwen	56	1	3	2	1
qwen	56	1	4	3	1
qwen	56	1	5	4	1
qwen	56	1	6	5	1
qwen	56	1	7	6	1
qwen	56	1	8	7	1
qwen	56	1	9	8	1
qwen	56	1	10	9	1
qwen	56	1	11	10	1
qwen	56	1	12	11	1
qwen	56	1	13	12	1
qwen	56	1	14	13	1
qwen	56	1	15	14	1
qwen	56	1	16	15	1
qwen	56	1	17	16	1
qwen	56	1	18	17	1
qwen	56	1	19	18	1
